Date,Sensor,temperature,humidity,lighting,co2,pm,tvoc
2019-08-15 13:00:00,a200000020,22,44,407,,,
2019-08-15 13:00:00,a200000017,20.9,46,23,,,
2019-08-15 13:00:00,a200000018,21.8,44,435,,,
2019-08-15 13:00:00,a300000004,21.2,49,121,443,,
2019-08-15 13:00:00,a200000016,21.5,44,1117,,,
2019-08-15 13:00:00,a200000014,21.3,43,451,,,
2019-08-15 13:00:00,a200000023,22.2,42,341,,,
2019-08-15 13:00:00,a300000006,21.2,41,353,460,,
2019-08-15 13:00:00,a200000022,22.8,42,1062,,,
2019-08-15 13:00:00,b100000004,21.59,47.68,,,0.1429,163.6
2019-08-15 13:00:00,a200000021,21.3,44,398,,,
2019-08-15 13:00:00,a200000025,23,38,868,,,
2019-08-15 13:00:00,a200000024,24.5,37,598,,,
2019-08-15 13:00:00,a200000019,21.8,43,547,,,
2019-08-15 13:00:00,b100000003,22.33,46.29,,,0.1,145.9
2019-08-15 13:00:00,a300000005,22.1,47,472,387,,
2019-08-15 13:00:00,a300000007,21.5,45,810,395,,
2019-08-15 13:00:00,a300000008,21.8,42,178,470,,
2019-08-15 13:00:00,a200000015,23.1,43,140,,,
2019-08-15 13:10:00,a300000007,21.6,44,933,,,
2019-08-15 13:10:00,a200000018,21.8,44,406,,,
2019-08-15 13:10:00,a200000025,23.2,37,1317,,,
2019-08-15 13:10:00,a200000021,21.4,43,280,,,
2019-08-15 13:10:00,a200000015,23.2,42,132,,,
2019-08-15 13:10:00,b100000004,21.59,,,,,
2019-08-15 13:10:00,a200000020,22.2,43,918,,,
2019-08-15 13:10:00,a300000006,21.2,40,372,,,
2019-08-15 13:10:00,a200000024,24.9,36,728,,,
2019-08-15 13:10:00,a300000008,22.05,41,311.5,,,
2019-08-15 13:10:00,a200000023,22.3,42,376,,,
2019-08-15 13:10:00,b100000003,22.38,,,,,
2019-08-15 13:10:00,a300000005,22.2,47,835,,,
2019-08-15 13:10:00,a200000019,21.9,43,574,,,
2019-08-15 13:10:00,a200000016,21.75,43.5,761,,,
2019-08-15 13:10:00,a200000022,23,42,1275,,,
2019-08-15 13:10:00,a200000014,21.4,43,474,,,
2019-08-15 13:10:00,a200000017,21.03333333,45.33333333,22.66666667,,,
2019-08-15 13:10:00,a300000004,21.3,48,57,,,
2019-08-15 13:20:00,a300000008,22.3,40,445,,,
2019-08-15 13:20:00,a200000024,25.1,35.5,509,,,
2019-08-15 13:20:00,a200000017,21.16666667,44.66666667,22.33333333,,,
2019-08-15 13:20:00,a200000015,23.2,42,128,,,
2019-08-15 13:20:00,a200000014,21.6,42,319,,,
2019-08-15 13:20:00,a300000006,20.8,41,384,,,
2019-08-15 13:20:00,a300000004,21.2,48,44,,,
2019-08-15 13:20:00,a200000023,22.4,42,411,,,
2019-08-15 13:20:00,a200000022,23.05,41.5,932.5,,,
2019-08-15 13:20:00,b100000004,21.58,47.2,,,,
2019-08-15 13:20:00,a200000021,21.5,43,216,,,
2019-08-15 13:20:00,a300000005,22.25,46,594.5,,,
2019-08-15 13:20:00,a200000025,23.4,36,1279,,,
2019-08-15 13:20:00,a200000019,22,42,594,,,
2019-08-15 13:20:00,b100000003,22.41,46.18,,,,
2019-08-15 13:20:00,a200000020,22.4,43,1099,,,
2019-08-15 13:20:00,a200000018,21.9,44,309,,,
2019-08-15 13:20:00,a200000016,22,43,405,,,
2019-08-15 13:20:00,a300000007,21.7,44,719,,,
2019-08-15 13:30:00,b100000004,21.62,46.9,,,0,137.4
2019-08-15 13:30:00,a300000008,22.2,40,158,421,,
2019-08-15 13:30:00,b100000003,22.49,45.62,,,0,158.6
2019-08-15 13:30:00,a200000014,21.6,43,288,,,
2019-08-15 13:30:00,a200000023,22.5,41,274,,,
2019-08-15 13:30:00,a200000024,25.3,35,290,,,
2019-08-15 13:30:00,a200000017,21.3,44,22,,,
2019-08-15 13:30:00,a200000020,22.5,43,382,,,
2019-08-15 13:30:00,a200000018,21.95,43,399.5,,,
2019-08-15 13:30:00,a200000016,22.1,42,375,,,
2019-08-15 13:30:00,a300000004,,,,433,,
2019-08-15 13:30:00,a300000006,20.4,42,133,460,,
2019-08-15 13:30:00,a200000015,23.2,41.5,137.5,,,
2019-08-15 13:30:00,a200000021,21.5,43,208,,,
2019-08-15 13:30:00,a200000019,22.1,42,366,,,
2019-08-15 13:30:00,a200000025,23.4,37,932,,,
2019-08-15 13:30:00,a200000022,23.1,41,590,,,
2019-08-15 13:30:00,a300000007,21.8,44,505,364,,
2019-08-15 13:30:00,a300000005,22.3,45,354,391,,
2019-08-15 13:40:00,a200000023,22.6,40,275,,,
2019-08-15 13:40:00,a200000024,25.4,35,297,,,
2019-08-15 13:40:00,a300000006,20.1,41,398,,,
2019-08-15 13:40:00,a200000022,23.1,40,607,,,
2019-08-15 13:40:00,a200000017,21,51,22,,,
2019-08-15 13:40:00,a200000018,22,42,490,,,
2019-08-15 13:40:00,a300000004,21.2,48,127,,,
2019-08-15 13:40:00,a200000014,21.6,42,261,,,
2019-08-15 13:40:00,a200000020,22.3,43,387,,,
2019-08-15 13:40:00,b100000003,22.39,,,,,
2019-08-15 13:40:00,a200000021,21.5,43,433,,,
2019-08-15 13:40:00,a300000007,21.83333333,43.66666667,562,380.6666667,,
2019-08-15 13:40:00,a300000008,22,40,164,,,
2019-08-15 13:40:00,b100000004,21.63,,,,,
2019-08-15 13:40:00,a300000005,22.1,46,368,,,
2019-08-15 13:40:00,a200000016,22.2,41.5,481.5,,,
2019-08-15 13:40:00,a200000019,22.1,42,388.5,,,
2019-08-15 13:40:00,a200000015,23.2,41,147,,,
2019-08-15 13:40:00,a200000025,23.2,37,858,,,
2019-08-15 13:50:00,a300000004,21.3,47,155,,,
2019-08-15 13:50:00,b100000003,22.85,44.44,,,,
2019-08-15 13:50:00,a200000015,23.2,41,142,,,
2019-08-15 13:50:00,a300000008,22.1,40,441,,,
2019-08-15 13:50:00,a300000007,21.86666667,43.33333333,619,397.3333333,,
2019-08-15 13:50:00,a200000025,23.3,37,1575,,,
2019-08-15 13:50:00,a200000023,22.5,41,512,,,
2019-08-15 13:50:00,b100000004,21.62,46.58,,,,
2019-08-15 13:50:00,a200000024,25.5,35,844,,,
2019-08-15 13:50:00,a200000018,22.2,42,495,,,
2019-08-15 13:50:00,a200000020,22.4,43,1049,,,
2019-08-15 13:50:00,a200000022,23.2,39,1891,,,
2019-08-15 13:50:00,a200000021,21.5,42,490,,,
2019-08-15 13:50:00,a200000017,20.9,47,67,,,
2019-08-15 13:50:00,a200000014,21.6,43,464,,,
2019-08-15 13:50:00,a200000016,22.3,41,588,,,
2019-08-15 13:50:00,a200000019,22.1,42,411,,,
2019-08-15 13:50:00,a300000006,20.1,42,368,,,
2019-08-15 14:00:00,a300000008,,,,404,,
2019-08-15 14:00:00,a200000015,23.3,41,145.5,,,
2019-08-15 14:00:00,a300000006,,,,460,,
2019-08-15 14:00:00,a200000024,25.6,34,601,,,
2019-08-15 14:00:00,a200000020,22.6,42,1078,,,
2019-08-15 14:00:00,a200000014,21.7,42,531,,,
2019-08-15 14:00:00,a300000007,21.9,43,676,414,,
2019-08-15 14:00:00,a200000021,21.65,42.5,496.5,,,
2019-08-15 14:00:00,a300000005,,,,395,,
2019-08-15 14:00:00,a200000022,23.4,41,1139,,,
2019-08-15 14:00:00,a300000004,,,,432,,
2019-08-15 14:00:00,a200000017,20.7,41,72,,,
2019-08-15 14:00:00,b100000004,21.64,46.24,,,0,131
2019-08-15 14:00:00,a200000025,23.5,36,1529,,,
2019-08-15 14:00:00,a200000018,22.3,42,479,,,
2019-08-15 14:00:00,a200000016,22.7,40,719,,,
2019-08-15 14:00:00,a200000023,22.7,40,495,,,
2019-08-15 14:00:00,a200000019,22.2,41,466,,,
2019-08-15 14:00:00,b100000003,22.78,44.31,,,0,153.4
2019-08-15 14:10:00,a300000005,22.7,44,1500,,,
2019-08-15 14:10:00,a200000020,22.8,42,1039,,,
2019-08-15 14:10:00,a300000008,22.7,39,611,,,
2019-08-15 14:10:00,a300000004,21.3,47,158,,,
2019-08-15 14:10:00,a200000017,21.2,50,79,,,
2019-08-15 14:10:00,a200000025,23.8,36,1625,,,
2019-08-15 14:10:00,a300000007,22.05,43,858.5,,,
2019-08-15 14:10:00,b100000004,21.67,,,,,
2019-08-15 14:10:00,a200000015,23.4,41,149,,,
2019-08-15 14:10:00,a200000014,21.8,42,573,,,
2019-08-15 14:10:00,a200000023,22.7,40,568,,,
2019-08-15 14:10:00,a200000016,23.1,39,1705,,,
2019-08-15 14:10:00,a300000006,19.9,43,333,,,
2019-08-15 14:10:00,b100000003,22.7,,,,,
2019-08-15 14:10:00,a200000019,22.3,41,656,,,
2019-08-15 14:10:00,a200000024,26.1,34,895,,,
2019-08-15 14:10:00,a200000022,23.7,39,2185,,,
2019-08-15 14:10:00,a200000018,22.5,42,509,,,
2019-08-15 14:10:00,a200000021,21.8,43,503,,,
2019-08-15 14:20:00,a200000019,22.5,41,689,,,
2019-08-15 14:20:00,a200000015,23.5,41.5,145.5,,,
2019-08-15 14:20:00,b100000003,22.64,44.67,,,,
2019-08-15 14:20:00,a300000008,22.8,38.6,647.2,,,
2019-08-15 14:20:00,a300000006,19.8,43,339,,,
2019-08-15 14:20:00,a300000004,21.3,47,156,,,
2019-08-15 14:20:00,a200000016,23.6,38,2031,,,
2019-08-15 14:20:00,a200000023,22.9,41,569,,,
2019-08-15 14:20:00,a200000025,24,36,1708,,,
2019-08-15 14:20:00,a300000005,22.92,43.6,1516.6,,,
2019-08-15 14:20:00,a200000017,21.35,51,85,,,
2019-08-15 14:20:00,a200000024,26.3,34,1001,,,
2019-08-15 14:20:00,a200000021,22,43,500,,,
2019-08-15 14:20:00,a200000014,22,42,617,,,
2019-08-15 14:20:00,a300000007,22.2,43,1041,,,
2019-08-15 14:20:00,a200000020,22.9,41.5,1014.5,,,
2019-08-15 14:20:00,a200000018,22.6,42,526,,,
2019-08-15 14:20:00,b100000004,21.69,45.92,,,,
2019-08-15 14:20:00,a200000022,23.8,39,2216,,,
2019-08-15 14:30:00,a200000025,24.1,36,1789,,,
2019-08-15 14:30:00,a200000015,23.6,42,142,,,
2019-08-15 14:30:00,a300000006,19.8,44,358,467,,
2019-08-15 14:30:00,a200000014,22.2,42,321,,,
2019-08-15 14:30:00,a200000018,22.7,42,499,,,
2019-08-15 14:30:00,a200000017,21.5,52,91,,,
2019-08-15 14:30:00,a200000021,22.1,42,492,,,
2019-08-15 14:30:00,a200000016,24,37,482,,,
2019-08-15 14:30:00,a300000005,23.14,43.2,1533.2,,,
2019-08-15 14:30:00,a200000024,26.7,33,1173,,,
2019-08-15 14:30:00,b100000004,21.69,45.99,,,0,126.5
2019-08-15 14:30:00,a300000008,22.9,38.2,683.4,,,
2019-08-15 14:30:00,b100000003,22.77,45.54,,,0.5,165.5
2019-08-15 14:30:00,a300000004,,,,448,,
2019-08-15 14:30:00,a200000022,23.9,39,2247,,,
2019-08-15 14:30:00,a200000019,22.8,41,412,,,
2019-08-15 14:30:00,a200000023,23.1,40,592,,,
2019-08-15 14:30:00,a300000007,22.4,43,1043,436,,
2019-08-15 14:30:00,a200000020,23,41,990,,,
2019-08-15 14:40:00,a300000006,19.9,44,159,,,
2019-08-15 14:40:00,a300000007,22.5,42,1115,,,
2019-08-15 14:40:00,a300000008,23,37.8,719.6,,,
2019-08-15 14:40:00,b100000003,22.85,,,,,
2019-08-15 14:40:00,a300000005,23.36,42.8,1549.8,,,
2019-08-15 14:40:00,a200000020,23.1,41,897.3333333,,,
2019-08-15 14:40:00,a200000019,22.9,40.5,555.5,,,
2019-08-15 14:40:00,a200000018,22.9,41,330,,,
2019-08-15 14:40:00,a200000017,21.2,46,99,,,
2019-08-15 14:40:00,a200000025,24.2,36,1846,,,
2019-08-15 14:40:00,a200000014,22.3,41,623,,,
2019-08-15 14:40:00,a200000023,23.3,40,607,,,
2019-08-15 14:40:00,a200000022,23.95,39,1959.5,,,
2019-08-15 14:40:00,a200000016,24.3,37,2028,,,
2019-08-15 14:40:00,a200000021,22.2,41,292,,,
2019-08-15 14:40:00,b100000004,21.71,,,,,
2019-08-15 14:40:00,a200000024,27.8,32,2242,,,
2019-08-15 14:40:00,a200000015,23.5,41,123,,,
2019-08-15 14:40:00,a300000004,21.3,46,159,,,
2019-08-15 14:50:00,a300000007,22.6,42,1114,,,
2019-08-15 14:50:00,a200000020,23.2,41,804.6666667,,,
2019-08-15 14:50:00,a300000008,23.1,37.4,755.8,,,
2019-08-15 14:50:00,a200000014,22.4,41,631,,,
2019-08-15 14:50:00,a200000018,23.1,41,450,,,
2019-08-15 14:50:00,a300000004,21.4,46,147,,,
2019-08-15 14:50:00,a200000015,23.5,41,140,,,
2019-08-15 14:50:00,a200000016,24.4,36,2147,,,
2019-08-15 14:50:00,b100000004,21.73,45.64,,,,
2019-08-15 14:50:00,a200000025,24.25,35.5,1896.5,,,
2019-08-15 14:50:00,b100000003,22.89,44.93,,,,
2019-08-15 14:50:00,a200000022,24,39,1672,,,
2019-08-15 14:50:00,a300000005,23.58,42.4,1566.4,,,
2019-08-15 14:50:00,a200000023,23.45,39.5,604.5,,,
2019-08-15 14:50:00,a200000017,20.8,47,91,,,
2019-08-15 14:50:00,a300000006,19.9,44,382,,,
2019-08-15 14:50:00,a200000024,28.4,30,2248,,,
2019-08-15 14:50:00,a200000019,23,40,699,,,
2019-08-15 14:50:00,a200000021,22.3,41,424,,,
2019-08-15 15:00:00,a200000023,23.6,39,602,,,
2019-08-15 15:00:00,a200000025,24.3,35,1947,,,
2019-08-15 15:00:00,a300000008,23.2,37,792,418,,
2019-08-15 15:00:00,a200000020,23.3,41,712,,,
2019-08-15 15:00:00,a300000004,,,,436,,
2019-08-15 15:00:00,a300000005,23.8,42,1583,384,,
2019-08-15 15:00:00,b100000004,21.71,45.72,,,0,127.6
2019-08-15 15:00:00,a300000006,,,,475,,
2019-08-15 15:00:00,a200000019,23.1,40,448,,,
2019-08-15 15:00:00,a200000015,23.5,41,139,,,
2019-08-15 15:00:00,a200000017,20.4,43,104,,,
2019-08-15 15:00:00,a200000016,24.5,36,809,,,
2019-08-15 15:00:00,a200000014,22.5,41,521,,,
2019-08-15 15:00:00,a200000022,24.1,38,2263,,,
2019-08-15 15:00:00,a200000018,23.2,40,454,,,
2019-08-15 15:00:00,a200000021,22.3,40.5,373.5,,,
2019-08-15 15:00:00,b100000003,22.86,44.99,,,0.25,191
2019-08-15 15:00:00,a200000024,28,31,2252,,,
2019-08-15 15:00:00,a300000007,22.8,42,1094,430,,
2019-08-15 15:10:00,a200000014,22.6,40,548,,,
2019-08-15 15:10:00,a200000018,23.3,39,478,,,
2019-08-15 15:10:00,a200000020,23.2,41,643,,,
2019-08-15 15:10:00,a200000021,22.3,40,323,,,
2019-08-15 15:10:00,a200000023,23.7,39,589,,,
2019-08-15 15:10:00,a200000025,24.4,35,1935.5,,,
2019-08-15 15:10:00,a300000005,24,41.5,1883.5,,,
2019-08-15 15:10:00,a300000004,21.4,46,75,,,
2019-08-15 15:10:00,b100000003,22.85,,,,,
2019-08-15 15:10:00,a200000024,27.9,31,2175,,,
2019-08-15 15:10:00,a200000015,23.4,41,133,,,
2019-08-15 15:10:00,a300000008,23.4,36.66666667,776.3333333,412.6666667,,
2019-08-15 15:10:00,a200000019,23.3,39,643,,,
2019-08-15 15:10:00,a300000007,22.9,42,1018,,,
2019-08-15 15:10:00,a200000022,24.3,38,2259,,,
2019-08-15 15:10:00,a200000016,24.5,36,1374,,,
2019-08-15 15:10:00,b100000004,21.72,,,,,
2019-08-15 15:10:00,a300000006,20,44,408,,,
2019-08-15 15:10:00,a200000017,20.8,44,104.5,,,
2019-08-15 15:20:00,a200000024,28,30,589,,,
2019-08-15 15:20:00,a200000018,23.33333333,38.66666667,429.3333333,,,
2019-08-15 15:20:00,a200000019,23.3,39,583,,,
2019-08-15 15:20:00,a200000016,24.4,36,1208,,,
2019-08-15 15:20:00,b100000004,21.74,45.26,,,,
2019-08-15 15:20:00,a300000005,24.2,41,2184,,,
2019-08-15 15:20:00,a200000020,23.2,41,667,,,
2019-08-15 15:20:00,a300000004,21.45,46,95,,,
2019-08-15 15:20:00,a300000007,22.9,40,852,,,
2019-08-15 15:20:00,a200000022,24.4,37,2231,,,
2019-08-15 15:20:00,a200000015,23.4,41,125,,,
2019-08-15 15:20:00,a300000006,20,43.5,497.5,,,
2019-08-15 15:20:00,a200000021,22.35,39.5,384,,,
2019-08-15 15:20:00,a200000025,24.5,35,1924,,,
2019-08-15 15:20:00,a200000014,22.6,40,523,,,
2019-08-15 15:20:00,a200000017,21.2,45,105,,,
2019-08-15 15:20:00,a200000023,23.75,38.5,594.5,,,
2019-08-15 15:20:00,a300000008,23.6,36.33333333,760.6666667,407.3333333,,
2019-08-15 15:20:00,b100000003,22.83,44.82,,,,
2019-08-15 15:30:00,a200000020,23.1,41,607,,,
2019-08-15 15:30:00,a200000014,22.7,40,507,,,
2019-08-15 15:30:00,a200000016,24.4,35,1117,,,
2019-08-15 15:30:00,a200000025,24.5,35,1821,,,
2019-08-15 15:30:00,a200000024,28,30,712,,,
2019-08-15 15:30:00,a200000023,23.8,38,600,,,
2019-08-15 15:30:00,a200000017,20.9,44,106,,,
2019-08-15 15:30:00,a300000008,23.8,36,745,402,,
2019-08-15 15:30:00,a200000015,23.3,41,134,,,
2019-08-15 15:30:00,a300000004,21.5,46,115,440,,
2019-08-15 15:30:00,a300000005,24.3,41,2194,401,,
2019-08-15 15:30:00,a200000019,23.3,38,566,,,
2019-08-15 15:30:00,a200000018,23.36666667,38.33333333,380.6666667,,,
2019-08-15 15:30:00,b100000004,21.75,45.19,,,0,126
2019-08-15 15:30:00,a200000022,24.5,37,2262,,,
2019-08-15 15:30:00,a200000021,22.4,39,445,,,
2019-08-15 15:30:00,a300000007,22.9,40,973,405,,
2019-08-15 15:30:00,b100000003,22.82,44.57,,,0,213.8
2019-08-15 15:30:00,a300000006,20,43,587,469,,
2019-08-15 15:40:00,a300000007,22.9,39.5,737.5,,,
2019-08-15 15:40:00,b100000003,22.8,,,,,
2019-08-15 15:40:00,a200000017,20.6,43,43,,,
2019-08-15 15:40:00,a300000005,24.4,40,862,,,
2019-08-15 15:40:00,a200000019,23.3,38,468,,,
2019-08-15 15:40:00,a300000008,23.9,35,270,,,
2019-08-15 15:40:00,a300000004,21.4,45,46,,,
2019-08-15 15:40:00,a200000022,24.5,37,1604,,,
2019-08-15 15:40:00,a200000020,23,41,421,,,
2019-08-15 15:40:00,a200000015,23.2,41,124,,,
2019-08-15 15:40:00,a200000016,24.4,35,900,,,
2019-08-15 15:40:00,a200000023,23.7,37,320,,,
2019-08-15 15:40:00,a200000014,22.7,39,444,,,
2019-08-15 15:40:00,a200000021,22.4,39,234,,,
2019-08-15 15:40:00,a300000006,20,42,253,,,
2019-08-15 15:40:00,a200000024,27.8,30,465,,,
2019-08-15 15:40:00,a200000025,24.5,34,910,,,
2019-08-15 15:40:00,a200000018,23.4,38,332,,,
2019-08-15 15:40:00,b100000004,21.74,,,,,
2019-08-15 15:50:00,b100000003,22.75,44.09,,,,
2019-08-15 15:50:00,a200000025,24.5,34,1099,,,
2019-08-15 15:50:00,b100000004,21.77,45.05,,,,
2019-08-15 15:50:00,a200000016,24.1,34,318,,,
2019-08-15 15:50:00,a300000006,19.9,42,134,,,
2019-08-15 15:50:00,a200000024,27.4,30,316,,,
2019-08-15 15:50:00,a200000017,21.3,49,52,,,
2019-08-15 15:50:00,a300000007,22.9,39,502,,,
2019-08-15 15:50:00,a200000019,23.3,38,370,,,
2019-08-15 15:50:00,a200000020,22.9,40,426,,,
2019-08-15 15:50:00,a300000005,24.3,40,572,,,
2019-08-15 15:50:00,a200000021,22.3,40,210,,,
2019-08-15 15:50:00,a200000022,24.4,36,1130,,,
2019-08-15 15:50:00,a300000004,21.5,45,40,,,
2019-08-15 15:50:00,a300000008,23.8,35,179,,,
2019-08-15 15:50:00,a200000023,23.7,37,305,,,
2019-08-15 15:50:00,a200000014,22.7,38,278,,,
2019-08-15 15:50:00,a200000018,23.4,38,314,,,
2019-08-15 15:50:00,a200000015,23.2,41,123,,,
2019-08-15 16:00:00,b100000004,21.8,44.78,,,0,126.4
2019-08-15 16:00:00,a200000019,23.2,38,359,,,
2019-08-15 16:00:00,a300000008,23.5,35,279,413,,
2019-08-15 16:00:00,a200000017,21,45,44,,,
2019-08-15 16:00:00,a200000020,22.8,41,448,,,
2019-08-15 16:00:00,a200000014,22.6,38,295,,,
2019-08-15 16:00:00,a200000016,24,35,415,,,
2019-08-15 16:00:00,a300000005,,,,406,,
2019-08-15 16:00:00,a200000024,26.6,31,204,,,
2019-08-15 16:00:00,a200000025,24.2,33,1016,,,
2019-08-15 16:00:00,a200000022,24.2,37,743,,,
2019-08-15 16:00:00,a300000007,22.9,39,377,377,,
2019-08-15 16:00:00,a300000006,19.8,42,402,478,,
2019-08-15 16:00:00,a300000004,,,,434,,
2019-08-15 16:00:00,a200000015,23.1,41,125,,,
2019-08-15 16:00:00,b100000003,22.71,43.96,,,0,237.2
2019-08-15 16:00:00,a200000018,23.4,37.5,380.5,,,
2019-08-15 16:00:00,a200000023,23.6,37,280,,,
2019-08-15 16:00:00,a200000021,22.2,40,307,,,
2019-08-15 16:10:00,a300000004,21.5,45,106,,,
2019-08-15 16:10:00,a200000024,26.3,31,1392,,,
2019-08-15 16:10:00,a300000007,22.9,38,609,,,
2019-08-15 16:10:00,a300000008,23.3,35,407,,,
2019-08-15 16:10:00,b100000004,21.78,,,,,
2019-08-15 16:10:00,a300000005,23.9,40,1616,,,
2019-08-15 16:10:00,a200000017,21.2,43,36,,,
2019-08-15 16:10:00,a200000023,23.6,36,511,,,
2019-08-15 16:10:00,a300000006,19.7,42,686,,,
2019-08-15 16:10:00,b100000003,22.68,,,,,
2019-08-15 16:10:00,a200000021,22.1,39,381,,,
2019-08-15 16:10:00,a200000016,23.8,35,1065,,,
2019-08-15 16:10:00,a200000015,23,41,127,,,
2019-08-15 16:10:00,a200000020,22.6,41,410,,,
2019-08-15 16:10:00,a200000018,23.4,37,447,,,
2019-08-15 16:10:00,a200000014,22.6,38,361,,,
2019-08-15 16:10:00,a200000019,23.1,37,465,,,
2019-08-15 16:10:00,a200000025,24.1,33,857,,,
2019-08-15 16:10:00,a200000022,24.25,37,1504,,,
2019-08-15 16:20:00,a200000021,22.1,39,204,,,
2019-08-15 16:20:00,a200000016,23.8,35,2057,,,
2019-08-15 16:20:00,a200000020,22.35,40.5,425.5,,,
2019-08-15 16:20:00,a200000023,23.5,36,663,,,
2019-08-15 16:20:00,a200000018,23.3,37,414,,,
2019-08-15 16:20:00,a300000004,21.4,45,72,,,
2019-08-15 16:20:00,a300000005,24,40,1917.5,,,
2019-08-15 16:20:00,a200000022,24.3,37,2265,,,
2019-08-15 16:20:00,a200000019,23,38,576,,,
2019-08-15 16:20:00,a300000006,19.9,42,683,,,
2019-08-15 16:20:00,b100000003,22.63,44.09,,,,
2019-08-15 16:20:00,a200000024,26.6,31,2223,,,
2019-08-15 16:20:00,a200000025,24.3,33,1805,,,
2019-08-15 16:20:00,a300000007,22.8,39,867,,,
2019-08-15 16:20:00,a300000008,23.55,34.5,509.5,,,
2019-08-15 16:20:00,a200000014,22.5,38,465,,,
2019-08-15 16:20:00,a200000015,23,41,125,,,
2019-08-15 16:20:00,b100000004,21.84,44.4,,,,
2019-08-15 16:20:00,a200000017,21,45,118,,,
2019-08-15 16:30:00,a300000005,24.1,40,2219,405,,
2019-08-15 16:30:00,a200000025,24.4,33,1767,,,
2019-08-15 16:30:00,a200000017,20.9,42,118,,,
2019-08-15 16:30:00,a200000018,23.4,37,417,,,
2019-08-15 16:30:00,a300000008,23.8,34,612,419,,
2019-08-15 16:30:00,a200000023,23.6,36,644,,,
2019-08-15 16:30:00,a200000019,23,37,540,,,
2019-08-15 16:30:00,a200000014,22.5,38,414,,,
2019-08-15 16:30:00,a200000020,22.1,40,441,,,
2019-08-15 16:30:00,a200000016,24,35,2068,,,
2019-08-15 16:30:00,a300000004,21.4,45,67,448,,
2019-08-15 16:30:00,b100000003,22.61,44.09,,,0,253.2
2019-08-15 16:30:00,a200000021,22.1,39,195,,,
2019-08-15 16:30:00,a200000022,24.7,36,2262,,,
2019-08-15 16:30:00,a300000007,22.8,39,855,402,,
2019-08-15 16:30:00,a200000024,26.7,30,2220,,,
2019-08-15 16:30:00,b100000004,21.82,44.43,,,0,125.8
2019-08-15 16:30:00,a300000006,20,42,721,444,,
2019-08-15 16:30:00,a200000015,22.9,41,125,,,
2019-08-15 16:40:00,a200000015,22.8,41,125,,,
2019-08-15 16:40:00,a200000024,26.9,30,2158,,,
2019-08-15 16:40:00,a300000006,20.1,42,713,,,
2019-08-15 16:40:00,a200000025,24.4,33,1761,,,
2019-08-15 16:40:00,a200000017,21.3,49,124,,,
2019-08-15 16:40:00,a300000005,24.4,39,2221,,,
2019-08-15 16:40:00,a300000008,23.8,35,684,,,
2019-08-15 16:40:00,a200000021,22.1,40,197,,,
2019-08-15 16:40:00,a200000014,22.5,38,412,,,
2019-08-15 16:40:00,a300000007,22.85,39,871.5,,,
2019-08-15 16:40:00,a200000016,24,35,1793.5,,,
2019-08-15 16:40:00,a200000022,24.65,36,2258,,,
2019-08-15 16:40:00,a300000004,21.5,45,64,,,
2019-08-15 16:40:00,a200000020,22,39,456,,,
2019-08-15 16:40:00,a200000023,23.7,36,682,,,
2019-08-15 16:40:00,a200000019,23.05,37,537,,,
2019-08-15 16:40:00,a200000018,23.3,36,418,,,
2019-08-15 16:40:00,b100000004,21.83,,,,,
2019-08-15 16:40:00,b100000003,22.6,,,,,
2019-08-15 16:50:00,a300000005,24.55,39,2207.5,,,
2019-08-15 16:50:00,a200000020,21.8,40,458,,,
2019-08-15 16:50:00,a200000022,24.6,36,2254,,,
2019-08-15 16:50:00,a300000006,20,42,776,,,
2019-08-15 16:50:00,a200000021,22.1,40,193,,,
2019-08-15 16:50:00,a200000018,23.4,37,436,,,
2019-08-15 16:50:00,b100000004,21.84,44.07,,,,
2019-08-15 16:50:00,a200000025,24.4,34,1688,,,
2019-08-15 16:50:00,a300000008,24,34,662,,,
2019-08-15 16:50:00,a200000014,22.5,38,410,,,
2019-08-15 16:50:00,a200000016,24,35,1519,,,
2019-08-15 16:50:00,a300000004,21.4,45,61,,,
2019-08-15 16:50:00,a200000017,21.2,44,120,,,
2019-08-15 16:50:00,a200000015,22.7,41,126,,,
2019-08-15 16:50:00,a200000024,26.9,30,2190,,,
2019-08-15 16:50:00,a300000007,22.9,39,888,,,
2019-08-15 16:50:00,a200000023,23.6,36,690,,,
2019-08-15 16:50:00,a200000019,23.1,37,534,,,
2019-08-15 16:50:00,b100000003,22.57,43.74,,,,
2019-08-15 17:00:00,a200000020,21.8,40,493,,,
2019-08-15 17:00:00,a200000014,22.6,38,415,,,
2019-08-15 17:00:00,a300000005,24.7,39,2194,395,,
2019-08-15 17:00:00,a200000022,24.5,35,2254,,,
2019-08-15 17:00:00,a300000004,21.4,45,56,425,,
2019-08-15 17:00:00,a200000021,22.1,40,189,,,
2019-08-15 17:00:00,b100000003,22.51,43.72,,,0,232.8
2019-08-15 17:00:00,a200000025,24.2,34,1652,,,
2019-08-15 17:00:00,a300000006,20.2,43,644,457,,
2019-08-15 17:00:00,a200000023,23.7,36,683,,,
2019-08-15 17:00:00,a200000018,23.5,37,414,,,
2019-08-15 17:00:00,a200000016,24,35,1349,,,
2019-08-15 17:00:00,a200000019,23.2,38,541,,,
2019-08-15 17:00:00,a200000015,22.6,41,127,,,
2019-08-15 17:00:00,a300000007,22.9,39,916,363,,
2019-08-15 17:00:00,a200000024,27,30,2211,,,
